NºPer.;Desde*;Hasta*;Nombrto/Contrato;Razón de Alta;Plaza;RJ;Cláusula;T.Nombrto;Días;Puesto trabajo;GFH;Dirección;Puesto Sustitutido;Necesidad
00004043;10/03/2026;20260310;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;LIMPIADOR/A;E;S_9B_1a;S9b1a;32;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;LIMPIADORA;0
00004044;23/05/2026;20260523;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;143;ENFERMERA/O;UDAD.CORONARIAS;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004045;19/09/2026;20260919;TEMPORAL. T. COM. INTER. N. ESTA;BAJA MATERNAL;ENFERMERO/A;E;S_9B_1a;S9b1a;119;ENFERMERA/O;UDAD.CORONARIAS;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004046;30/04/2026;20260430;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;G AUXILIAR ADMINISTRATIVO F. ADMVA;E;S_9B_1a;S9b1a;120;AUXILIAR ADMINISTRATIVO;AREA ADMINISTRATIVA - HN - CAE ICOD;DIRECCIÓN DE PLANIFIFCACIÓN Y GESTIÓN DE RR.EE.;AUXILIAR ADMINISTRATIVO;0
00004047;07/11/2026;20261107;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;G AUXILIAR ADMINISTRATIVO F. ADMVA;E;I_9_1c;N91c;184;AUXILIAR ADMINISTRATIVO;GERENCIA;GERENCIA;;0
00004048;30/06/2026;20260630;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;TÉCNICO/A SUPERIOR GESTION Y SERVICIOS;E;I_9_1a;N91a;181;TÉCNICO SUPERIOR DE GESTIÓN Y SERVICIOS;ELECTRICIDAD;DIRECCIÓN DE INGENIERÍA, INFRAESTRUCTURAS Y TEC.;;0
00004049;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;G ADMINISTRATIVO FUNCIÓN ADMINISTRATIVA;E;I_9_1a;N91a;365;GRUPO ADMINISTRATIVO;D.RRHH SERV.ADMINISTRACIÓN DE PERSONAL;DIRECCIÓN DE RR.HH.;;0
00004050;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;FEA PSIQUIATRÍA;E;I_9_1a;N91a;365;FEA PSIQUIATRÍA;EDIFICIO AGUDOS HP;DIRECCIÓN MÉDICA;;0
00004051;30/09/2026;20260930;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;CELADOR/A;E;I_9_1c;N91c;273;CELADOR;DISTRIBUCIÓN;DIRECCIÓN DE SERVICIOS GENERALES;;0
00004052;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;PLANTA 2ª IMPAR-HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00004053;05/02/2026;20260205;TEMPORAL. T. COM. INTER. N. ESTA;MES ACTUAL - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;36;AUXILIAR DE ENFERMERÍA;PLANTA 5ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004054;08/02/2026;20260208;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;3;AUXILIAR DE ENFERMERÍA;PLANTA 5ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004055;14/05/2026;20260514;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;7;AUXILIAR DE ENFERMERÍA;PLANTA BAJA - HOSP.EDIF.M.;DIRECCIÓN DE ENFERMERÍA;;0
00004056;30/06/2026;20260630;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;30;AUXILIAR DE ENFERMERÍA;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00004057;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;ÁREA HOSPITALIZACIÓN DE TRÁNSITO;DIRECCIÓN DE ENFERMERÍA;;0
00004058;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;G ADMINISTRATIVO FUNCIÓN ADMINISTRATIVA;E;I_9_1a;N91a;365;GRUPO ADMINISTRATIVO;ADMISIÓN CENTRAL;DIRECCIÓN MÉDICA;;0
00004059;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;31;AUXILIAR DE ENFERMERÍA;CONSULTA GINECOLOGIA;DIRECCIÓN DE ENFERMERÍA;AUXILIARES DE CLÍNICA O ENFERMERIA;0
00004060;07/04/2026;20260407;TEMPORAL. T. COM. INTER. N. ESTA;MES ACTUAL - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;6;AUXILIAR DE ENFERMERÍA;PLANTA 4ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004061;28/04/2026;20260428;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;12;AUXILIAR DE ENFERMERÍA;PARITORIO;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004062;20/05/2026;20260520;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;20;AUXILIAR DE ENFERMERÍA;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004063;30/06/2026;20260630;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;40;AUXILIAR DE ENFERMERÍA;ESTERILIZACIÓN;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004064;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;BLOQUE QUIRURGICO CENTRAL;DIRECCIÓN DE ENFERMERÍA;;0
00004065;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;UDAD.DE RECUPERACIÓN DE QUIRÓFANO;DIRECCIÓN DE ENFERMERÍA;;0
00004066;21/01/2026;20260121;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;TÉCNICO/A SUPERIOR GESTION Y SERVICIOS;E;S_9B_1a;S9b1a;21;TÉCNICO SUPERIOR DE GESTIÓN Y SERVICIOS;CLIMATIZACIÓN Y FRÍO;DIRECCIÓN DE INGENIERÍA, INFRAESTRUCTURAS Y TEC.;TÉCNICO SUPERIOR DE GESTIÓN Y SERVICIOS;0
00004067;11/05/2026;20260511;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;MEDICO/A URGENCIA HOSPITALARIA;E;I_9_1c;N91c;131;MÉDICO URGENCIA HOSPITALARIA;P.MÉDICO DE URGENCIAS;DIRECCIÓN MÉDICA;;0
00004068;31/12/2026;20261231;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;MEDICO/A URGENCIA HOSPITALARIA;E;I_9_1c;N91c;234;MÉDICO URGENCIA HOSPITALARIA;P.MÉDICO DE URGENCIAS;DIRECCIÓN MÉDICA;;0
00004069;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;TÉC ESPECIALISTA / LABORATORIO;E;S_9B_1aV;S9b1a;31;TÉCNICO ESPECIALISTA LABORATORIO;LABORATORIO CENTRAL;DIRECCIÓN DE ENFERMERÍA;TÉCNICO ESPECIALISTA LABORATORIO;0
00004070;06/03/2026;20260306;TEMPORAL. T. COM. INTER. N. ESTA;PERMISO INTERVENCIÓN QUIRÚRGICA FAMILIAR;TÉC ESPECIALISTA / LABORATORIO;E;S_9B_1a;S9b1a;4;TÉCNICO ESPECIALISTA LABORATORIO;LABOR.DE MICROBIOLOGIA Y CONTROL DE INF;DIRECCIÓN DE ENFERMERÍA;TÉCNICO ESPECIALISTA LABORATORIO;0
00004071;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INVALIDEZ PERMANENTE;TÉC ESPECIALISTA / LABORATORIO;E;S_9B_1a;S9b1a;300;TÉCNICO ESPECIALISTA LABORATORIO;LABOR.DE MICROBIOLOGIA Y CONTROL DE INF;DIRECCIÓN DE ENFERMERÍA;;0
00004072;30/06/2026;20260630;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;26;AUXILIAR DE ENFERMERÍA;PLANTA BAJA - HOSP.EDIF.M.;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004073;30/09/2026;20260930;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;AUXILIAR DE ENFERMERÍA;E;I_9_1c;N91c;273;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004074;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;G AUXILIAR ADMINISTRATIVO F. ADMVA;E;I_9_1a;N91a;365;AUXILIAR ADMINISTRATIVO;AREA ADMINISTRATIVA - HN - CAE ICOD;DIRECCIÓN MÉDICA;;0
00004075;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;H.DIA POLIVALENTE - CITOSTATICOS;DIRECCIÓN DE ENFERMERÍA;;0
00004076;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;ENFERMERO/A;E;S_9B_1a;S9b1a;31;ENFERMERA/O;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004077;31/03/2026;20260331;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;ENFERMERO/A;E;I_9_1c;N91c;31;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;;0
00004078;30/04/2026;20260430;TEMPORAL. T. PAR. INTERI. N. EST;REDUCCION DE JORNADA;ENFERMERO/A;E;S_9B_1c;S9b1c;30;ENFERMERA/O;PLANTILLA VOLANTE;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004079;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;ENFERMERO/A;E;S_9B_1a;S9b1a;245;ENFERMERA/O;PLANTA 1ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004080;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;FEA ANESTESIOLOGÍA Y REANIMACIÓN;E;I_9_1a;N91a;365;FEA ANESTESIOLOGÍA Y REANIMACIÓN;P.MÉDICO ANESTESIA;DIRECCIÓN MÉDICA;;0
00004081;16/06/2026;20260616;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;ALBAÑIL;E;I_9_1c;N91c;167;ALBAÑIL;ALBAÑILERÍA;DIRECCIÓN DE INGENIERÍA, INFRAESTRUCTURAS Y TEC.;;0
00004082;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004083;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004084;23/01/2026;20260123;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;23;AUXILIAR DE ENFERMERÍA;BLOQUE QUIRURGICO CMA;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004085;27/04/2026;20260427;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;91;AUXILIAR DE ENFERMERÍA;PLANTA 2ª URA;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004086;28/04/2026;20260428;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;1;AUXILIAR DE ENFERMERÍA;PLANTA 2ª URA;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004087;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;365;ENFERMERA/O;PLANTA 2ª CENTRAL A - EDIF.B;DIRECCIÓN DE ENFERMERÍA;SUPERVISOR/A DE UNIDAD;0
00004088;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;286;AUXILIAR DE ENFERMERÍA;PLANTA 5ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004089;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;LIMPIADOR/A;E;I_9_1a;N91a;365;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;;0
00004090;28/01/2026;20260128;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;28;ENFERMERA/O;PLANTA 1ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004091;17/04/2026;20260417;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;78;ENFERMERA/O;NIDOS;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004092;24/06/2026;20260624;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;ENFERMERO/A;E;S_9B_1a;S9b1a;30;ENFERMERA/O;PLANTA 3ª/4ª URA;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004093;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;G AUXILIAR ADMINISTRATIVO F. ADMVA;E;I_9_1a;N91a;365;AUXILIAR ADMINISTRATIVO;PLANTILLA VOLANTE SS ADMTVO ALMACÉN CENT;DIRECCIÓN DE PLANIFIFCACIÓN Y GESTIÓN DE RR.EE.;;0
00004094;18/10/2026;20261018;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;FEA PSIQUIATRÍA;E;I_9_1c;N91c;273;FEA PSIQUIATRÍA;P.MÉDICO PSIQUIATRÍA;DIRECCIÓN MÉDICA;;0
00004095;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;PLANTA 5ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00004096;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;PLANTA 3ª IMPAR-HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00004097;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004098;07/08/2026;20260807;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;LIMPIADOR/A;E;I_9_1a;N91a;219;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;;0
00004099;30/09/2026;20260930;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;LAVANDERO/A;E;I_9_1c;N91c;273;LAVANDERIA;LAVANDERÍA HOSP.DEL TORAX;DIRECCIÓN DE SERVICIOS GENERALES;;0
00004100;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;29;AUXILIAR DE ENFERMERÍA;PLANTA 8ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004101;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;274;AUXILIAR DE ENFERMERÍA;PLANTA 7ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIARES DE CLÍNICA O ENFERMERIA;0
00004102;05/02/2026;20260205;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;FEA PEDIATRÍA;E;I_9_1c;N91c;36;FEA PEDIATRÍA;P.MÉDICO PEDIATRÍA;DIRECCIÓN MÉDICA;;0
00004103;05/11/2026;20261105;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;FEA PEDIATRÍA;E;I_9_1c;N91c;273;FEA PEDIATRÍA;P.MÉDICO PEDIATRÍA;DIRECCIÓN MÉDICA;;0
00004104;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;COMISION SERV.,ADS.TEMPORAL;G ADMINISTRATIVO FUNCIÓN ADMINISTRATIVA;E;S_9B_1a;S9b1a;365;GRUPO ADMINISTRATIVO;RECEPCIÓN DE POLICLÍNICA;DIRECCIÓN DE PLANIFIFCACIÓN Y GESTIÓN DE RR.EE.;GRUPO ADMINISTRATIVO;0
00004105;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;;0
00004106;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;FEA MEDICINA INTERNA;E;I_9_1a;N91a;365;FEA MEDICINA INTERNA;P.MÉDICO MEDICINA INTERNA;DIRECCIÓN MÉDICA;;0
00004107;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;MEDICO/A URGENCIA HOSPITALARIA;E;I_9_1a;N91a;365;MÉDICO URGENCIA HOSPITALARIA;P.MÉDICO DE URGENCIAS;DIRECCIÓN MÉDICA;;0
00004108;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;21;AUXILIAR DE ENFERMERÍA;PLANTA 3ª IMPAR-HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004109;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;FISIOTERAPEUTA;E;I_9_1a;N91a;365;FISIOTERAPEUTA;GIMNASIO REHABILITACION;DIRECCIÓN DE ENFERMERÍA;;0
00004110;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;ENFERMERO/A;E;I_9_1a;N91a;365;ENFERMERA/O;PLANTA 7ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00004111;31/07/2026;20260731;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;LIMPIADOR/A;E;I_9_1a;N91a;212;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;;0
00004112;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;PLANTA 10ª IMPAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00004113;30/09/2026;20260930;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;TÉC ESPECIALISTA / LABORATORIO;E;I_9_1c;N91c;273;TÉCNICO ESPECIALISTA LABORATORIO;GERENCIA;GERENCIA;;0
00004114;30/01/2026;20260130;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;LIMPIADOR/A;E;S_9B_1a;S9b1a;23;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;LIMPIADORA;0
00004115;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;INTERINO POR VACANTE;AUXILIAR DE ENFERMERÍA;E;I_9_1a;N91a;365;AUXILIAR DE ENFERMERÍA;PLANTA 2ª PAR - HOSP.EDIF.A;DIRECCIÓN DE ENFERMERÍA;;0
00004116;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;LAVANDERO/A;E;S_9B_1a;S9b1a;358;LAVANDERIA;LAVANDERÍA HOSP.DEL TORAX;DIRECCIÓN DE SERVICIOS GENERALES;LAVANDERIA;0
00004117;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;TÉC ESPECIALISTA / LABORATORIO;E;S_9B_1aV;S9b1a;31;TÉCNICO ESPECIALISTA LABORATORIO;LABOR.DE MICROBIOLOGIA Y CONTROL DE INF;DIRECCIÓN DE ENFERMERÍA;TÉCNICO ESPECIALISTA LABORATORIO;0
00004118;08/03/2026;20260308;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;TÉC ESPECIALISTA / LABORATORIO;E;S_9B_1a;S9b1a;34;TÉCNICO ESPECIALISTA LABORATORIO;LABOR.DE MICROBIOLOGIA Y CONTROL DE INF;DIRECCIÓN DE ENFERMERÍA;TÉCNICO ESPECIALISTA LABORATORIO;0
00004119;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;TÉC ESPECIALISTA / LABORATORIO;E;S_9B_1a;S9b1a;298;TÉCNICO ESPECIALISTA LABORATORIO;LABORATORIO CENTRAL;DIRECCIÓN DE ENFERMERÍA;TÉCNICO ESPECIALISTA LABORATORIO;0
00004120;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;AUXILIAR DE ENFERMERÍA;E;S_9B_1aV;S9b1a;31;AUXILIAR DE ENFERMERÍA;URGENCIAS - HN_CEAU;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004121;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;AUXILIAR DE ENFERMERÍA;E;S_9B_1a;S9b1a;328;AUXILIAR DE ENFERMERÍA;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;AUXILIAR DE ENFERMERÍA;0
00004122;07/03/2026;20260307;TEMPORAL. T. COM. INTER. N. ESTA;BAJA MATERNAL;ENFERMERO/A;E;S_9B_1a;S9b1a;66;ENFERMERA/O;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004123;22/05/2026;20260522;TEMPORAL. T. COM. INTER. N. ESTA;LACTANCIA;ENFERMERO/A;E;S_9B_1a;S9b1a;76;ENFERMERA/O;URGENCIAS;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004124;30/06/2026;20260630;TEMPORAL. T. COM. INTER. N. ESTA;VACACIONES Y LIBRANZAS;ENFERMERO/A;E;S_9B_1aV;S9b1a;39;ENFERMERA/O;PLANTA 3ª - HOSPITALIZACIÓN EDIF. D;DIRECCIÓN DE ENFERMERÍA;ENFERMERA/O;0
00004125;31/01/2026;20260131;TEMPORAL. T. COM. INTER. N. ESTA;LIBRE DISPOSICION;LIMPIADOR/A;E;S_9B_1aV;S9b1a;31;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;LIMPIADORA;0
00004126;15/03/2026;20260315;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;LIMPIADOR/A;E;S_9B_1a;S9b1a;38;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;LIMPIADORA;0
00004127;31/12/2026;20261231;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;LIMPIADOR/A;E;S_9B_1a;S9b1a;291;LIMPIADORA;LIMPIEZA;DIRECCIÓN DE SERVICIOS GENERALES;LIMPIADORA;0
00004128;16/12/2026;20261216;TEMPORAL. T. COM. INTER. N. ESTA;INVALIDEZ PERMANENTE;G AUXILIAR ADMINISTRATIVO F. ADMVA;E;S_9B_1a;S9b1a;350;AUXILIAR ADMINISTRATIVO;ALMACÉN CENTRAL;DIRECCIÓN DE PLANIFIFCACIÓN Y GESTIÓN DE RR.EE.;;0
00004129;15/10/2026;20261015;TEMPORAL. T. COMPLETO. N. ESTATU;ACUMULACION DE TAREAS;G ADMINISTRATIVO FUNCIÓN ADMINISTRATIVA;E;I_9_1c;N91c;274;GRUPO ADMINISTRATIVO;AUDITORÍA;GERENCIA;;0
00004130;14/05/2026;20260514;TEMPORAL. T. COM. INTER. N. ESTA;MES VENCIDO - INCAPACIDAD TEMPORAL;TÉC ESPECIALISTA / LABORATORIO;E;S_9B_1a;S9b1a;108;TÉCNICO ESPECIALISTA LABORATORIO;LABOR.DE MICROBIOLOGIA Y CONTROL DE INF;DIRECCIÓN DE ENFERMERÍA;TÉCNICO ESPECIALISTA LABORATORIO;0
